V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1.1,Q1.2,Q1.3_1_TEXT,Q1.3_2_TEXT,Q1.3_3_TEXT,Q1.3_4_TEXT,Q1.3_5_TEXT,Q1.3_6_TEXT,Q1.3_7_TEXT,Q1.4,Q1.5_1,Q1.5_2,Q1.5_3,Q1.5_4,Q1.5_5,Q1.5_6,Q1.5_7,Q1.5_7_TEXT,Q1.6,Q1.6_TEXT,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.3_1,Q2.3_2,Q2.3_3,Q2.3_4,Q2.4_1,Q2.4_2,Q2.4_3,Q2.4_4,Q3.1,Q3.2_1,Q3.2_2,Q3.2_3,Q3.3_1,Q3.3_2,Q3.3_3,Q3.3_4,Q3.4_1,Q3.4_2,Q3.4_3,Q3.4_4,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7_1,Q4.7_3,Q4.7_4,Q4.7_5,Q4.7_6,Q4.7_7,Q4.8,Q4.9,Q4.10,Q5.1,Q5.2,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.4,Q5.5_1,Q5.5_2,Q5.5_3,Q5.5_4,Q5.6,Q5.7_1,Q5.7_2,Q5.7_3,Q5.7_4,Q6.1,Q6.2,Q6.3_1,Q6.3_2,Q6.3_3,Q6.3_4,Q6.4,Q6.5_1,Q6.5_2,Q6.5_3,Q6.5_4,Q6.6,Q6.7_1,Q6.7_2,Q6.7_3,Q6.7_4,Q7.1,Q7.2,Q7.3_1,Q7.3_2,Q7.3_3,Q7.3_4,Q7.4,Q7.5_1,Q7.5_2,Q7.5_3,Q7.5_4,Q7.6,Q7.7_1,Q7.7_2,Q7.7_3,Q7.7_4,Q8.1,Q8.2,Q8.3_1,Q8.3_2,Q8.3_3,Q8.3_4,Q8.4,Q8.5_1,Q8.5_2,Q8.5_3,Q8.5_4,Q8.6,Q8.7_1,Q8.7_2,Q8.7_3,Q8.7_4,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q10.1,Q10.2,Q10.3,Q10.4,Q105,Q10.5,Q10.6,Q10.7,Q10.8,Q10.9,Q10.10,Q10.11,Q10.12,Q10.13,Q10.14,Q10.15,Q11.1,Q11.2_1,Q11.2_2,Q11.2_3,Q11.2_4,Q12.1,Q12.2_1,Q12.2_3,Q12.2_4,Q12.2_5,Q12.3_1,Q12.3_3,Q12.3_4,Q12.3_5,Q12.4_1,Q12.4_2,Q12.4_3,Q12.4_4,Q12.5_1,Q12.5_3,Q12.5_4,Q12.6_1,Q12.6_3,Q12.6_4,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5_1,Q13.5_2,Q13.5_3,Q13.5_4,Q13.5_5,Q13.5_6,Q13.5_7,Q13.5_8,Q13.5_9,Q13.5_10,Q13.5_11,Q13.5_11_TEXT,Q13.6_1,Q13.6_2,Q13.6_3,Q13.6_4,Q13.6_5,Q13.6_6,Q13.6_7,Q13.6_8,Q13.6_8_TEXT,Q13.7,Q13.8_1,Q13.8_2,Q13.8_4,Q13.8_5,Q13.8_6,Q13.8_7,Q13.8_8,Q13.8_8_TEXT,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.13_TEXT,Q13.14,Q13.15,Q13.16,DO-BR-FL_33,DO-BR-FL_41,DO-BR-FL_40,DO-BR-FL_30,DO-BL-Opinioncredibility,DO-BL-EFSAReputationbarometer,survey.name
R_BVPm6oFS68nVRi9,Default Response Set,Anonymous,,,,0,4/3/2019 11:47,4/3/2019 12:05,0,1,1,MSIE,11,Windows NT 10.0,1366x768,23.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko,1,1,,1,1,,1,1,"regional development, enlargement, neigbourhood, development and cooperation",5,,1,8,9,3,5,4,12,12,16.756,26.758,27.985,4,,,,,,,,,,,,,1,11,1,11,9,1,6,2,6,2,6,2,6,5,1,,,,,,,,,,,,,,,,,1,1,0,0,16.555,0,1,0,0,9.924,0,1,0,0,6.833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,7,5,6,6,1,7,10,3,5,6,6,3,6,5,4,4,6,6,5,6,hiring experts with a background in industry,4.544,72.65,92.179,12,1,9,3,3,9,9,3,3,9,2,1,1,3,7,12,12,7,7,7,1,5,1,3,,,,,,,,,,,1,agriculture,1,,,1,,1,,,,2,,1,,,,,,,,1,,2,2,,2,imagine if civil society and industry are the driving forces in Europe and not the institutionalised policy,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.7|Q9.5|Q9.2|Q9.4|Q9.6|Q9.3,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.10|Q10.6|Q10.5|Q10.13|Q10.12|Q10.14|Q10.7|Q10.11|Q10.9|Q10.15|Q10.8,EFSA_SURVEY_06
R_3fj8S6QWJJDTQDk,Default Response Set,Anonymous,,,,0,4/10/2019 11:49,4/10/2019 12:05,1,1,1,Safari,12.0.3,Macintosh,2560x1440,-1,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",1,,1,1,,1,,,,1,,,,,,,,,,,,,,1,7,5,8,7,8,8,5,5.008,11.578,12.413,4,1,5,1,5,7,1,9,8,9,8,8,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,6.694,0,1,0,0,7.235,0,1,0,0,5.515,0,,,,,,,,,,,,,,,,,1,8,7,7,8,9,8,1,8,8,9,6,6,6,7,8,8,8,8,6,8,6,8,delivering scientific advise to European Institutions,4.024,113.425,145.312,3,1,12,7,7,7,8,8,7,7,7,7,7,7,8,7,7,7,7,7,1,4,1,3,,1,,,,,1,,,,,,,,,1,,,,,,2,,,,1,,,,,1,,2,,2,,2,,1,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.6|Q9.3|Q9.7|Q9.5|Q9.4|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.9|Q10.6|Q10.7|Q10.14|Q10.11|Q10.13|Q10.10|Q10.5|Q10.15|Q10.8|Q10.12,EFSA_SURVEY_06
R_1LNyNCRJ0DYaXxj,Default Response Set,Anonymous,,,,0,4/3/2019 12:07,4/3/2019 12:18,0,1,1,Edge,17.17134,Windows NT 10.0,1920x1080,-1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",1,,,,,1,,,,3,,,,,,,,,,,,,,1,10,10,9,10,10,10,10,9.445,61.206,61.947,9,1,10,1,9,9,1,10,10,10,10,10,10,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.168,1.349,6.064,2,1,0,0,1.54,0,1,0,0,1.162,0,,,,,,,,,,,,,,,,,1,10,,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - control,,Case - control - low risk,,Q9.1|Q9.2|Q9.4|Q9.5|Q9.7|Q9.6|Q9.3,,EFSA_SURVEY_06
R_2sZluy7CqLK5Udv,Default Response Set,Anonymous,,,,0,4/10/2019 12:29,4/10/2019 12:38,1,1,1,Chrome,73.0.3683.103,Windows NT 10.0,1536x864,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",1,1,,,1,,1,1,Chemicals,3,,1,6,6,7,,,,5,13.861,13.861,19.635,1,,,,,,,,,,,,,1,9,1,3,3,1,9,9,9,9,10,10,9,9,1,,,,,,,,,,,,,,,,,1,1,0,0,32.395,0,1,0,0,10.671,0,1,0,0,9.283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,8,6,6,6,1,10,8,6,6,6,6,6,6,6,6,6,6,6,6,6,No opinion,3.568,3.568,11.933,1,1,12,12,11,12,12,12,11,12,1,1,4,1,12,12,11,12,12,7,1,4,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,,,2,,1,,,,,,,,1,,2,2,,2,,1,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.5|Q9.3|Q9.2|Q9.7|Q9.4|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.7|Q10.10|Q10.12|Q10.6|Q10.11|Q10.13|Q10.14|Q10.9|Q10.5|Q10.8|Q10.15,EFSA_SURVEY_06
R_OIjR6EEVNhhqfy9,Default Response Set,Anonymous,,,,0,4/3/2019 11:57,4/3/2019 13:39,0,1,1,Edge,17.17134,Windows NT 10.0,1301x731,-1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFSA_SURVEY_06
R_2VkAXzXy8EZqcBp,Default Response Set,Anonymous,,,,0,4/3/2019 14:58,4/3/2019 14:59,0,1,1,Firefox,66,Windows NT 10.0,1920x1080,-1,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,1,,,1,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - control,,,,,,EFSA_SURVEY_06
R_DiNvI7DgXxK5XFL,Default Response Set,Anonymous,,,,0,4/3/2019 16:45,4/3/2019 16:51,0,1,1,MSIE,11,Windows NT 10.0,1920x1080,32.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; wbx 1.0.0; rv:11.0) like Gecko,1,1,,,1,,,,,3,,1,7,8,7,12,8,,7,29.117,38.247,40.2,3,,,,,,,,,,,,,1,3,1,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,,,,,,EFSA_SURVEY_06
R_2qEo7Ke1FCWvhVG,Default Response Set,Anonymous,,,,0,4/3/2019 17:29,4/3/2019 17:30,0,1,1,Chrome,72.0.3626.121,Macintosh,2560x1440,-1,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFSA_SURVEY_06
R_3jSvBaCBRYz9gch,Default Response Set,Anonymous,,,,0,4/4/2019 8:06,4/4/2019 8:15,0,1,1,Edge,17.17134,Windows NT 10.0,1920x1080,-1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",1,,,1,,,,,,1,,1,5,3,5,12,8,12,12,7.79,23.19,24.204,5,,,,,,,,,,,,,1,7,1,8,7,1,2,7,5,7,10,7,6,6,1,,,,,,,,,,,,,,,,,1,1,0,0,6.041,0,1,0,0,10.426,0,1,0,0,25.279,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,5,4,8,8,6,1,7,5,8,7,5,7,7,8,8,7,8,9,9,8,8,scientific excellence (as far as possible in risk assessment),4.181,4.181,21.688,1,1,5,8,8,11,7,7,8,11,1,1,1,3,8,7,8,5,5,5,1,4,1,4,,,1,,,,,,,,,,,,,,,,,1,General management,2,,,,,1,,,,,1,,2,2,,2,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.4|Q9.5|Q9.7|Q9.2|Q9.6|Q9.3,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.10|Q10.12|Q10.13|Q10.14|Q10.6|Q10.7|Q10.5|Q10.9|Q10.15|Q10.11|Q10.8,EFSA_SURVEY_06
R_zZvAAJovjM8eifD,Default Response Set,Anonymous,,,,0,4/4/2019 11:03,4/4/2019 11:08,0,1,1,Firefox,66,Windows NT 10.0,1920x1080,32.0.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,1,,,,,,,1,social sciences,5,,1,11,9,7,7,7,7,7,9.858,12.325,13.395,5,,,,,,,,,,,,,1,5,1,7,5,1,9,7,10,3,10,3,13,13,1,,,,,,,,,,,,,,,,,1,1,0,0,8.508,0,1,0,0,1.471,0,1,0,0,4.449,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,4,4,7,4,6,1,7,7,6,6,6,6,8,6,6,6,7,6,6,6,6,--,5.221,5.221,7.828,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.4|Q9.3|Q9.6|Q9.5|Q9.2|Q9.7,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.7|Q10.11|Q10.8|Q10.15|Q10.14|Q10.10|Q10.13|Q10.12|Q10.9|Q10.6|Q10.5,EFSA_SURVEY_06
R_2THraWlEH8HNsrQ,Default Response Set,Anonymous,,,,0,4/4/2019 10:32,4/4/2019 11:45,0,1,1,MSIE,11,Windows NT 10.0,1707x960,32.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; .NET4.0C; .NET4.0E; Tablet PC 2.0; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; InfoPath.3; rv:11.0) like Gecko,1,1,,1,1,,,,,3,,,,,,,,,,,,,,1,10,6,6,,9,,9,17.018,20.655,22.393,2,1,1,1,3,2,1,9,11,6,11,9,6,6,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,11.28,0,1,0,0,17.6,0,1,0,0,47.333,0,,,,,,,,,,,,,,,,,1,11,1,1,11,11,6,1,4,1,11,4,10,4,6,7,9,5,11,11,6,8,11,science-based Evaluations and communication,5.28,5.28,26.593,1,1,12,12,11,11,8,1,9,11,1,1,1,1,7,7,7,1,1,1,1,4,3,4,,,,1,,,,,,,,,,,,1,,,,,,2,,1,,,,,,,2,,2,,1,,,,,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.5|Q9.2|Q9.7|Q9.3|Q9.4|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.13|Q10.10|Q10.8|Q10.7|Q10.6|Q10.14|Q10.5|Q10.12|Q10.11|Q10.9|Q10.15,EFSA_SURVEY_06
R_2fASgIAMrPhRKrw,Default Response Set,Anonymous,,,,0,4/11/2019 11:32,4/11/2019 11:48,1,1,1,Chrome,73.0.3683.103,Windows NT 6.1,1093x615,-1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",1,,,1,,,,,,3,,,,,,,,,,,,,,1,10,8,10,12,9,12,8,9.736,21.817,22.841,6,1,4,1,4,3,1,5,8,5,7,5,5,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10.992,10.992,12.18,1,1,8.639,8.639,9.585,1,1,12.342,12.342,14.993,1,,,,,,,,,,,,,,,,,1,9,7,7,8,9,6,1,8,7,9,9,9,9,7,7,9,9,9,9,9,7,9,its independent and unbiased risk assessments.,7.2,18.175,171.369,2,1,12,12,8,9,12,12,12,8,1,1,1,7,12,12,12,12,12,12,1,4,1,2,,1,,,,,,,,,,,,,,1,,,,,,2,,,,,1,,,,2,,2,,2,,2,,1,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.2|Q9.5|Q9.4|Q9.6|Q9.3|Q9.7,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.10|Q10.11|Q10.13|Q10.15|Q10.12|Q10.5|Q10.7|Q10.9|Q10.14|Q10.6|Q10.8,EFSA_SURVEY_06
R_R4UjsSfY2Sdd64F,Default Response Set,Anonymous,,,,0,4/4/2019 11:58,4/4/2019 12:10,0,1,1,MSIE,11,Windows NT 10.0,1492x839,30.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko,1,1,1,1,1,1,1,,,3,,1,8,8,9,8,9,9,9,7.998,16.618,17.441,4,,,,,,,,,,,,,1,4,1,5,3,1,8,5,8,6,8,6,13,13,1,1,1,0,0,5.24,0,1,0,0,3.892,0,1,0,0,4.988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,7,6,6,7,1,8,8,7,7,6,6,6,6,6,7,7,6,6,6,7,science-based decision-making but is influenced by politics,3.559,3.559,41.401,1,1,7,7,7,12,9,9,9,9,3,3,3,3,7,7,7,7,7,7,1,2,1,3,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,2,,2,,1,,,,,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.2|Q9.3|Q9.4|Q9.6|Q9.7|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.11|Q10.10|Q10.15|Q10.5|Q10.13|Q10.7|Q10.6|Q10.14|Q10.8|Q10.12|Q10.9,EFSA_SURVEY_06
R_1FzXezMKglU5vZ7,Default Response Set,Anonymous,,,,0,4/11/2019 14:51,4/11/2019 15:07,1,1,1,MSIE,11,Windows NT 6.1,1920x1080,32.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; CMDTDFJS; Zoom 3.6.0; rv:11.0) like Gecko,1,,,1,1,,,,,4,,,,,,,,,,,,,,1,11,11,11,11,11,11,11,6.528,11.98,12.935,4,1,8,1,9,8,1,6,8,7,7,9,7,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,9.152,0,1,0,0,10.126,0,1,0,0,14.196,0,,,,,,,,,,,,,,,,,1,11,3,6,10,11,6,1,11,6,11,11,10,10,10,10,11,10,11,11,11,11,11,Scientifically validated décisions on food safety issues.,2.89,31.715,74.85,3,1,12,12,12,10,12,12,12,9,1,1,1,3,10,10,10,12,12,12,1,4,1,4,,,,1,,,,,,,,,1,,1,1,1,1,,,,1,,,,,,,,,2,,1,,2,,2,,1,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.5|Q9.3|Q9.2|Q9.7|Q9.6|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.12|Q10.10|Q10.11|Q10.9|Q10.6|Q10.15|Q10.5|Q10.7|Q10.8|Q10.13|Q10.14,EFSA_SURVEY_06
R_1i9C6ysl9lSnrCW,Default Response Set,Anonymous,,,,0,4/4/2019 15:20,4/4/2019 15:50,0,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1280x1024,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,,,,1,,,,,7,national body representing healthcare providers and employers,1,6,9,6,12,9,10,12,18.018,31.906,33.033,4,,,,,,,,,,,,,1,8,1,8,7,1,10,5,2,2,10,2,4,6,1,,,,,,,,,,,,,,,,,1,1,0,0,328.285,0,1,0,0,8.454,0,1,26.263,26.263,29.677,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,6,5,10,10,4,1,9,7,9,9,,6,9,9,9,9,,,,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.5|Q9.2|Q9.6|Q9.4|Q9.7|Q9.3,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.6|Q10.14|Q10.15|Q10.7|Q10.10|Q10.9|Q10.8|Q10.5|Q10.13|Q10.11|Q10.12,EFSA_SURVEY_06
R_1q4ccKwovi4XwAY,Default Response Set,Anonymous,,,,0,4/12/2019 10:15,4/12/2019 10:49,1,1,1,Edge,17.17134,Windows NT 10.0,1920x1080,-1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",1,,,1,,,,,,3,,,,,,,,,,,,,,1,10,9,10,12,11,12,12,36.647,41.167,45.973,4,1,1,1,6,1,1,10,6,9,6,8,6,8,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.194,0,1,17.499,17.499,54.833,1,1,20.562,67.358,94.207,3,,,,,,,,,,,,,,,,,1,10,3,3,11,11,8,1,3,3,6,10,11,7,9,6,9,9,6,10,10,6,10,"high level, well substantiated, scientific output",3.083,3.083,67.419,1,1,3,3,3,9,3,3,3,10,1,1,1,1,1,1,1,1,1,1,1,3,2,3,,,,,,,1,,,,,,,,,1,,,,,,2,,,,,1,,,,2,,2,,2,,2,,1,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.3|Q9.7|Q9.5|Q9.2|Q9.4|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.5|Q10.8|Q10.9|Q10.11|Q10.7|Q10.14|Q10.15|Q10.10|Q10.12|Q10.13|Q10.6,EFSA_SURVEY_06
R_vUN8SsdhZyjLk3v,Default Response Set,Anonymous,,,,0,4/5/2019 13:39,4/5/2019 13:55,0,1,1,Firefox,48,Macintosh,1920x1080,32.0.0,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:48.0) Gecko/20100101 Firefox/48.0,1,,,,1,,,,,5,,1,9,8,8,10,10,9,8,17.669,22.708,23.845,4,,,,,,,,,,,,,1,9,1,9,9,1,7,2,8,2,9,2,7,7,1,1,1,0,0,13.787,0,1,0,0,18.445,0,1,0,0,22.153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6,6,7,8,7,1,6,6,7,7,6,7,7,6,8,6,6,7,8,8,6,competence ,6.136,6.136,28.821,1,1,2,4,4,5,12,12,12,12,1,1,1,1,12,12,12,9,9,9,1,2,2,3,,,,,,,,1,,,,,,,1,,,,,,,2,1,,,,,,,,1,,2,,1,,,,,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.6|Q9.7|Q9.4|Q9.2|Q9.3|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.7|Q10.12|Q10.6|Q10.13|Q10.14|Q10.5|Q10.15|Q10.10|Q10.11|Q10.9|Q10.8,EFSA_SURVEY_06
R_2Tzv5z5qAclwXoH,Default Response Set,Anonymous,,,,0,4/12/2019 14:12,4/12/2019 14:20,1,1,1,Chrome,73.0.3683.103,Windows NT 10.0,1920x1080,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",1,,,,,,,1,animal welfare,5,,,,,,,,,,,,,,1,7,9,8,8,9,8,8,9.203,13.107,14.156,4,1,9,1,9,8,1,8,6,7,3,11,8,13,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,2.412,0,1,0,0,4.215,0,1,0,0,5.626,0,,,,,,,,,,,,,,,,,1,7,8,8,7,5,8,1,8,9,7,7,8,7,6,7,7,6,8,7,7,7,7,serious but unknown,4.275,4.275,16.497,1,1,4,3,4,8,12,12,12,9,1,1,1,2,8,8,8,8,8,8,1,3,2,3,,,,,,,1,,,,,,,,,1,,,,,,2,,,,,,,1,swedish,2,,2,,2,,2,,1,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.6|Q9.3|Q9.2|Q9.5|Q9.7|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.9|Q10.8|Q10.12|Q10.6|Q10.13|Q10.10|Q10.15|Q10.7|Q10.5|Q10.11|Q10.14,EFSA_SURVEY_06
R_2uOGnkCL6QPYD3G,Default Response Set,Anonymous,,,,0,4/5/2019 14:27,4/5/2019 14:34,0,1,1,Edge,17.17134,Windows NT 10.0,1745x982,-1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",1,1,,,,,1,,,3,,1,10,9,9,12,9,12,9,10.373,16.116,16.884,4,,,,,,,,,,,,,1,4,1,8,4,1,8,3,7,2,11,2,4,4,1,,,,,,,,,,,,,,,,,1,1,0,0,4.944,0,1,0,0,3.048,0,1,0,0,3.745,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,8,6,5,6,9,1,8,7,8,8,6,6,6,6,6,7,8,8,7,6,6,being not strict enough,3.309,3.309,48.651,1,1,12,12,12,5,4,1,7,9,1,1,1,2,12,12,12,12,12,12,1,2,1,3,,,,,,,1,,,,,,,1,1,1,1,,1,,,2,1,,,,,,,,,1,,2,2,,2,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.5|Q9.4|Q9.7|Q9.6|Q9.3|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.12|Q10.14|Q10.11|Q10.5|Q10.6|Q10.15|Q10.7|Q10.10|Q10.13|Q10.8|Q10.9,EFSA_SURVEY_06
